topic,id,username,name,user_followers_count,user_friends_count,text,created_at,favorite_count,retweet_count,hashtags,mentioned_urls,mentioned_user_ids,mentioned_user_names
covidvaccines,1384914889865666562,TRICARE,TRICARE,35240,575,"Can your day be made better by going to the gym? We've learned that #COVIDVaccines are effective at preventing severe illness due to #COVID19. Remember, prevention steps like wearing your mask can also help stop the spread of the virus. Visit: https://t.co/gF8ekAQL28 https://t.co/hLetMSHuzv",2021-04-21 17:00:14,2,3,"COVIDVaccines,COVID19",https://t.co/gF8ekAQL28,,
covidvaccines,1384914208685531140,CityOfIndepMO,@cityofIndepmo,6928,367,No line for #COVIDVaccines and walk-ins welcome today at the clinic inside the @IndependencMall. The clinic is on the upper level next to the former Macy’s. It generally takes less than 30 minutes to receive your vaccine. #slowthespread #nowait https://t.co/Y6m78kfAqC,2021-04-21 16:57:32,6,2,"COVIDVaccines,slowthespread,nowait",,83676858,IndependencMall
covidvaccines,1384912358678597634,Bezephead,Be Bosworth,347,531,"@CNN This is one of the problems here in Seattle. @MayorJenny @komonews 
#Covid19 #COVIDVaccines https://t.co/eUCaSRtN6i",2021-04-21 16:50:11,1,1,"Covid19,COVIDVaccines",https://t.co/eUCaSRtN6i,"759251,931187167811985409,16086928","CNN,MayorJenny,komonews"
covidvaccines,1384911926782742528,redgarlic68,redgarlic,458,2346,"RT @drninashapiro: Yesterday ⁦@newyorkpost⁩ wrote a scare headline abt #covidvaccines and #herpes. 

Read the original source. It’s  not at…",2021-04-21 16:48:28,0,4,"covidvaccines,herpes",,"253810773,16497528","drninashapiro,newyorkpost"
covidvaccines,1384911316087881730,miramaximos,"Dr. Mira Maximos PharmD, MSc, ACPR",773,591,RT @FionaMattatall: This morning's grand rounds were an update from University of Calgary Reproductive Infectious Diseases (Drs. Kuret and…,2021-04-21 16:46:02,0,40,,,1275209472,FionaMattatall
covidvaccines,1384910400244830208,DurhamHealth,Durham Region Health Department,10534,526,@ravipatel_uoit @RegionofDurham @LakeridgeHealth @TownOfAjax @RodPhillips01 @markhollandlib @mayor_collier Please see this latest news release: https://t.co/VKf76ov0aA. Please subscribe to our vaccines webpage for updates as these clinics are now full until April 28: https://t.co/dIDpiKCjB4,2021-04-21 16:42:24,0,0,,"https://t.co/VKf76ov0aA,https://t.co/dIDpiKCjB4","1239592993654484992,269812167,490697643,145878872,1039945446,85428184,158381892","ravipatel_uoit,RegionofDurham,LakeridgeHealth,TownOfAjax,RodPhillips01,markhollandlib,mayor_collier"
covidvaccines,1384910009654517762,DurhamHealth,Durham Region Health Department,10534,526,@iamcampaspe @RegionofDurham @LakeridgeHealth @TownOfAjax @RodPhillips01 @markhollandlib @mayor_collier We will have additional clinics in future. Please subscribe to our vaccines webpage for updates https://t.co/dIDpiKCjB4. Thanks,2021-04-21 16:40:51,1,0,,https://t.co/dIDpiKCjB4,"346951885,269812167,490697643,145878872,1039945446,85428184,158381892","iamcampaspe,RegionofDurham,LakeridgeHealth,TownOfAjax,RodPhillips01,markhollandlib,mayor_collier"
covidvaccines,1384909371591864328,VinayGajbhiye5,Vinay Gajbhiye,1,14,"IpL comes in #essential services as per our ##government🤔😂
#COVIDVaccines #lockdown #COVID19India #IPLWinBetting",2021-04-21 16:38:19,1,0,"essential,government,COVIDVaccines,lockdown,COVID19India,IPLWinBetting",,,
covidvaccines,1384908872268361728,wmho21,wear mask/ help each other,61,320,"RT @Jyoti_Wuntakal: @kanupriiya @Vivek_Investor Cipla is directly selling remdesivir injections at mrp to avoid black marketing
The helplin…",2021-04-21 16:36:20,0,1,,,"775292972799668224,359415121,953496586834690048","Jyoti_Wuntakal,kanupriiya,Vivek_Investor"
covidvaccines,1384908552293257216,drninashapiro,Dr. Nina L. Shapiro,14119,7716,"Yesterday ⁦@newyorkpost⁩ wrote a scare headline abt #covidvaccines and #herpes. 

Read the original source. It’s  not at all what the study authors said. 

⁦⁦cc ⁦@DrJenGunter⁩

The Covid-19 Vaccine Won’t Give You Herpes. Here’s Why. https://t.co/SsgxefX3fp",2021-04-21 16:35:03,11,4,"covidvaccines,herpes",https://t.co/SsgxefX3fp,"16497528,25728193","newyorkpost,DrJenGunter"
covidvaccines,1384908478922338308,garybowenr17,Gary,56,51,RT @joshsbowen: There's been a lot of talk about the efficacy of the various #CovidVaccines. It's not apples-to-apples though. The best vac…,2021-04-21 16:34:46,0,1,CovidVaccines,,3036869329,joshsbowen
covidvaccines,1384905094836236291,Bling_it_0n,iPrema,1202,4808,"#VaccineDeath/injury is not something Bupa cover stated in their exclusions list. Probably same precedent for most/All life/health insurance companies. So how is it the UNTESTED,UNAPPROVED,UNCERTIFIED RNA EXPERIMENTAL #COVIDVaccines(#DNA modifier) is stated as safe and effective?",2021-04-21 16:21:19,0,0,"VaccineDeath,COVIDVaccines,DNA",,,
covidvaccines,1384903203037253633,travellingcari,travellingcari,779,723,thanks @westsiderag for the reminder that it's occasionally worth reading the comments. https://t.co/yPtTDsjWAl #COVIDVaccines https://t.co/LeEy1QWmkc,2021-04-21 16:13:48,2,0,COVIDVaccines,https://t.co/yPtTDsjWAl,239963871,westsiderag
covidvaccines,1384902697778827265,kprabhdeep,Prabhdeep Kaur,8297,217,"Consistent evidence from all countries that vaccination reduces infections, hospitalisations and deaths ! Spread the word to increase vaccine acceptance. #COVIDVaccines give us hope,  optimism and a way out of this pandemic. https://t.co/mhmmVk296F",2021-04-21 16:11:48,46,17,COVIDVaccines,https://t.co/mhmmVk296F,,
covidvaccines,1384900701554368515,PaulPar86908259,PaulParker,87,431,Feel that there's something wrong with the World? - Join us this Saturday in Central London at 1pm to #UniteForFREEDOM &amp; Reach-Out for The Truth  ❤️ https://t.co/DxiTt2OeAe ❤️ #LOVEoverfear #Mask #FREEDOM #COVID19 #CovidVaccines #ThanetFreeThinkers #TRUTH  #CommonLaw ❤️ https://t.co/nmUXMhmUYW,2021-04-21 16:03:52,0,0,"UniteForFREEDOM,LOVEoverfear,Mask,FREEDOM,COVID19,CovidVaccines,ThanetFreeThinkers,TRUTH,CommonLaw",https://t.co/DxiTt2OeAe,,
covidvaccines,1384900648286789635,DurhamHealth,Durham Region Health Department,10534,526,"@bm_hamilton Hi - Appointments are based on vaccine availability, which is the responsibility of the province. As additional vaccine is confirmed, more appointment spots will be added. We will provide updates on additional appointments as soon as possible. Visit https://t.co/qLBzCewIN2",2021-04-21 16:03:39,0,0,,https://t.co/qLBzCewIN2,974318361780850692,bm_hamilton
covidvaccines,1384900380421672962,HamiltonLibrary,Hamilton PL,9209,1003,"Vaccine appointments are available based on age, occupation, health conditions, and where you live.
Check to see who is eligible &amp; how to book your appointment: https://t.co/emYNW1z2qo https://t.co/mTzQ052W68",2021-04-21 16:02:35,2,0,,https://t.co/emYNW1z2qo,,
covidvaccines,1384899596581748739,prieto_alhambra,dani prieto-alhambra,5487,608,"10 days since non-essential shops and pubs opened (outdoors only) and cases, admissions and deaths keep dropping in the UK! #covidvaccines 

Daily summary | Coronavirus in the UK https://t.co/I5AzdCpEaT",2021-04-21 15:59:28,47,4,covidvaccines,https://t.co/I5AzdCpEaT,,
covidvaccines,1384898955994177538,Jyoti_Wuntakal,JW,12,64,"@NarenDon @Karnataka_DIPR @AshwiniMS_TNIE @srivatsayb @mla_sudhakar Cipla is directly selling remdesivir injections at mrp to avoid black marketing
The helpline number is
8657311088
Personally verified as of 6 pm
#COVIDEmergency
#COVIDVaccines #COVID19India",2021-04-21 15:56:55,2,0,"COVIDEmergency,COVIDVaccines,COVID19India",,"124208599,1211996685901058048,74995974,45261768,742801860914864128","NarenDon,Karnataka_DIPR,AshwiniMS_TNIE,srivatsayb,mla_sudhakar"
covidvaccines,1384898470901805062,editorji,editorji,33459,17,"The #Congress on Wednesday slammed the Centre over the differential pricing for #COVIDVaccines, saying it was discriminatory and will benefit only a ""few big industrialists"" while common people will suffer.

#COVID19 https://t.co/zcBKkkPFTR",2021-04-21 15:55:00,3,0,"Congress,COVIDVaccines,COVID19",,,
covidvaccines,1384898375640879106,SunjayJK,SunjayJK✾DIVERSITY,6646,4923,"@VishnuNDTV #AAP knows best,&amp; many others too, that #tender process in the 21stC, here, of #COVIDVaccines need not take more than One Working Day!

@CMODelhi @ArvindKejriwal @SatyendarJain @CMOPb @AAPHaryana @ashokgehlot51 @bhupeshbaghel @HemantSorenJMM @MamataOfficial @DrAmitMitra @mkstalin",2021-04-21 15:54:37,0,0,"AAP,tender,COVIDVaccines",,"83531741,1242298980660178951,405427035,362506755,1015206768694190081,1415078539,385926583,731388034244055040,951457762835337217,2526794479,1159811539232145410,2163039523","VishnuNDTV,CMODelhi,ArvindKejriwal,SatyendarJain,CMOPb,AAPHaryana,ashokgehlot51,bhupeshbaghel,HemantSorenJMM,MamataOfficial,DrAmitMitra,mkstalin"
covidvaccines,1384897234030956555,shailesh_mill,शैलेश Bhatia,156,364,@adarpoonawalla sensibly asked RS 3000 Cr &amp; got advance from the govt @narendramodi @PMOIndia now he raises prices from by #rs150 -₹250 &amp; order of 110 Million Vaccines.. that’s how business is done &amp; still says it’s below Rs1000 original proposal. #COVIDVaccines #COVID19India,2021-04-21 15:50:05,0,0,"rs150,COVIDVaccines,COVID19India",,"911182427782909952,18839785,471741741","adarpoonawalla,narendramodi,PMOIndia"
covidvaccines,1384897029336453123,indrajeetmaximo,Indarjeet Patra,483,88,"What medicines should you take if you have #COVID19? How much do Remdesivir, Tocilizumab and Convalescent Plasma help? Take a look at the key information around #COVIDVaccines by Dr C S Pramesh you MUST know! #IndiaFightsCorona https://t.co/udf4tSZ67x",2021-04-21 15:49:16,1,7,"COVID19,COVIDVaccines,IndiaFightsCorona",,,
covidvaccines,1384896920829706243,indrajeetmaximo,Indarjeet Patra,483,88,"What medicines should you take if you have #COVID19? How much do Remdesivir, Tocilizumab and Convalescent Plasma help? Take a look at the key information around #COVIDVaccines by Dr C S Pramesh you MUST know! #IndiaFightsCorona https://t.co/hUHJXdamLV",2021-04-21 15:48:50,1,7,"COVID19,COVIDVaccines,IndiaFightsCorona",,,
covidvaccines,1384896841465147396,indrajeetmaximo,Indarjeet Patra,483,88,"What medicines should you take if you have #COVID19? How much do Remdesivir, Tocilizumab and Convalescent Plasma help? Take a look at the key information around #COVIDVaccines by Dr C S Pramesh you MUST know! #IndiaFightsCorona https://t.co/e6EMJrWi6n",2021-04-21 15:48:31,0,7,"COVID19,COVIDVaccines,IndiaFightsCorona",,,
covidvaccines,1384896739421917185,indrajeetmaximo,Indarjeet Patra,483,88,"What medicines should you take if you have #COVID19? How much do Remdesivir, Tocilizumab and Convalescent Plasma help? Take a look at the key information around #COVIDVaccines by Dr C S Pramesh you MUST know! #IndiaFightsCorona https://t.co/alrezUd6h6",2021-04-21 15:48:07,2,7,"COVID19,COVIDVaccines,IndiaFightsCorona",,,
covidvaccines,1384896535360593921,indrajeetmaximo,Indarjeet Patra,483,88,"In a landmark achievement in India’s fight against #COVID19, the country administered over 13 crore #COVIDVaccines so far. 

But the fight is not over yet, please take all COVID precautions! 
For more updates, visit https://t.co/z37ADJQYJM #IndiaFightsCorona #LargestVaccineDrive https://t.co/8dodooK3Q4",2021-04-21 15:47:18,1,6,"COVID19,COVIDVaccines,IndiaFightsCorona,LargestVaccineDrive",https://t.co/z37ADJQYJM,,
covidvaccines,1384896500254355458,ddawadi,D'pesh,471,1507,2nd Shot #Pfizer #COVIDVaccines https://t.co/OyLyMGyK8Y,2021-04-21 15:47:10,10,0,"Pfizer,COVIDVaccines",,,
covidvaccines,1384896459204665346,indrajeetmaximo,Indarjeet Patra,483,88,"In a landmark achievement in India’s fight against #COVID19, the country administered over 13 crore #COVIDVaccines so far. 

But the fight is not over yet, please take all COVID precautions! 
For more updates, visit https://t.co/z37ADJQYJM #IndiaFightsCorona #LargestVaccineDrive https://t.co/UChWTxlA16",2021-04-21 15:47:00,0,7,"COVID19,COVIDVaccines,IndiaFightsCorona,LargestVaccineDrive",https://t.co/z37ADJQYJM,,
covidvaccines,1384896342166757378,KhushvirSidhu10,Khushvir sidhu,29,110,"What our PM has done in the past year is strengthen his external affairs by providing vaccine to more than 80 countries and left our nation downtrodden with only 1.36% of the population vaccinated.
#CoronaSecondWave #COVIDVaccines #IndianLivesMatter #CovidIndia",2021-04-21 15:46:32,1,0,"CoronaSecondWave,COVIDVaccines,IndianLivesMatter,CovidIndia",,,
covidvaccines,1384896252475752449,AfricaNowOnline,AfricaNow! Online,2609,1446,"@AfricaNowOnline 1:00PM (EDT) @WPFWDC https://t.co/klOuYDBpf6 Access to #COVIDVaccines w @JNkengasong, Dir. @AfricaCDC,  @HMafudze, @Alassan51927217,  Dr. Nicaise Ndembi of @AfricaCDC, @MMKavanagh &amp; @ayen_grace Ayen Deng Bior. @ddhewty https://t.co/9ueJVkVkcS",2021-04-21 15:46:11,4,2,COVIDVaccines,https://t.co/klOuYDBpf6,"863567060,318629482,2187155450,3149176301,1482923120,1065195263516647424,3149176301,587205438,422219529,211288358","AfricaNowOnline,WPFWDC,JNkengasong,AfricaCDC,HMafudze,Alassan51927217,AfricaCDC,MMKavanagh,ayen_grace,ddhewty"
covidvaccines,1384895528849362947,ArmanSirounian,🇦🇲,197,641,"RT @CivilNetTV: An Epidemiologist’s Take on the Risks &amp; Rewards of #COVIDVaccines

Dr. Alicia Demirjian, an epidemiologist at Public Health…",2021-04-21 15:43:18,0,1,COVIDVaccines,,59063969,CivilNetTV
covidvaccines,1384895265837129730,katrane,Katharine Bono,334,1070,"Multiple systemic failures at the #Emergent plant which manufactured materials for both the #JohnsonAndJohnson &amp; #AstraZenaca #COVIDVaccines 

Here's a link to the #FDA inspection report at Emergent
 https://t.co/HFg2w1EFDV

https://t.co/jComXSutzU",2021-04-21 15:42:16,0,0,"Emergent,JohnsonAndJohnson,AstraZenaca,COVIDVaccines,FDA","https://t.co/HFg2w1EFDV,https://t.co/jComXSutzU",,
covidvaccines,1384894958105206784,deepanshu_dd,deepanshu dhingra,56,229,"To whomsoever it may concern-
Stop hoarding essential medical supplies,
Business is good till the time it's not at the expense of some one else's life.
#behuman #COVIDVaccines #COVIDSecondWaveInIndia #COVIDEmergency #pandemic",2021-04-21 15:41:02,2,0,"behuman,COVIDVaccines,COVIDSecondWaveInIndia,COVIDEmergency,pandemic",,,
covidvaccines,1384893712078196737,snehamohiite01,Sneha Mohiite,22,175,"RT @CNBCTV18News: A look at the number of people who got vaccinated in India, as of today (Pt 1/2)

#COVIDSecondWaveInIndia #Vaccination #C…",2021-04-21 15:36:05,0,3,"COVIDSecondWaveInIndia,Vaccination",,631810714,CNBCTV18News
covidvaccines,1384893567160700928,CHHertfordshire,Community Help Hertfordshire,118,70,"What is in the COVID-19 vaccine and how does it work?

The #COVIDVaccines work just like any other vaccine you may have had. They do not contain COVID-19, or anything that has come from animals. For the facts on the #COVIDVaccine, visit https://t.co/imdkRcs0GC.",2021-04-21 15:35:31,0,0,"COVIDVaccines,COVIDVaccine",https://t.co/imdkRcs0GC,,
covidvaccines,1384893116478537728,AspiringOne,AspiringOne,613,1552,"@DrEricDing @jburnmurdoch Deaths are rising in #FL, especially those 85+ who live in long term care facilities. I forget when they got the vaccine, but now how will we re-vaccinate? Boost? I haven’t heard the plans for post 6months, are there any? 

#COVID19 #COVIDVaccines #covidvacccine #GetVaccinated",2021-04-21 15:33:43,4,0,"FL,COVID19,COVIDVaccines,covidvacccine,GetVaccinated",,"18831926,43878033","DrEricDing,jburnmurdoch"
covidvaccines,1384892259452309507,CWPT_NHS,Coventry and Warwickshire Partnership NHS Trust,3652,763,Can Muslims take the Covid vaccine in Ramadan? Taking the #CovidVaccines does not invalidate the fast during Ramadan #CoronavirusVaccine #Ramadan https://t.co/VzudXBpNWy,2021-04-21 15:30:19,0,0,"CovidVaccines,CoronavirusVaccine,Ramadan",,,
covidvaccines,1384890822831837188,CivilNetTV,CIVILNET,30520,1347,"An Epidemiologist’s Take on the Risks &amp; Rewards of #COVIDVaccines

Dr. Alicia Demirjian, an epidemiologist at Public Health England, talks to @CivilNetTV's Ani Paitjan debunking the myths related to vaccines.

https://t.co/ygJX6dSJp4",2021-04-21 15:24:36,2,1,COVIDVaccines,https://t.co/ygJX6dSJp4,59063969,CivilNetTV
covidvaccines,1384890111817625600,reens_kay,Reens Kay PsychPharm 🧠,244,1093,"Vaccines are working so well that if someone offered me a third shot now, I'd take it in a heartbeat 😂#vaccineswork #COVIDVaccines #GetVaccinated",2021-04-21 15:21:47,3,0,"vaccineswork,COVIDVaccines,GetVaccinated",,,
covidvaccines,1384889219470938115,kartha123,Sreenivas R,369,322,"#Kerala Govt has decided to provide the #COVIDVaccines free as promised.
The Vaccine, which was provided free of cost by d CentGovt, will now cost ₹400
In this context, the @CMOKerala informed media about the state's stance
#KeralaModel #COVIDEmergency #COVID19 #COVIDSecondWave",2021-04-21 15:18:14,1,0,"Kerala,COVIDVaccines,KeralaModel,COVIDEmergency,COVID19,COVIDSecondWave",,737583593245937664,CMOKerala
covidvaccines,1384889072217427968,vraghu1603,raghuv,30,118,"Before vaccine. #WhereIsPM 
After vaccine #WhereIsPM 
Before pvtizing vaccine #HumDoHumareDoKiLoot 
After vaccine pvtization #modimitronkiloot #nayemodimitr

Logic of opposition is self goal many tyms #COVIDVaccines #Raga",2021-04-21 15:17:39,0,0,"WhereIsPM,WhereIsPM,HumDoHumareDoKiLoot,modimitronkiloot,nayemodimitr,COVIDVaccines,Raga",,,
covidvaccines,1384889031436259328,Lab_Nagy,Research group of Vanja Nagy,770,1341,The best part of getting the #COVIDVaccines today is getting it in the company of friends from @LBI_RUD i have not seen since the first lockdown. Yeey! 🍾🥂 https://t.co/12D3QD0UeC,2021-04-21 15:17:29,15,0,COVIDVaccines,,1032928436585676801,LBI_RUD
covidvaccines,1384888966650896390,ajaydas50422360,ajay das,11,11,"RT @puhash3: ""India launched the World's Biggest Vaccination drive. "" 
Yea, we definitely didn't have many competitors there🌝. 

Talk about…",2021-04-21 15:17:14,0,1,,,969518552293126145,puhash3
covidvaccines,1384888898870910983,fagdog585,fag dog,10,20,"RT @realgayredneck: I’m not going to lie, last night was rough after getting the AstraZeneca vaccine. Low grade fever, sweats, chills, and…",2021-04-21 15:16:58,0,1,,,1185027701536645124,realgayredneck
covidvaccines,1384888463724466177,Jyoti_Wuntakal,JW,12,64,"@Uppalaadi @Vivek_Investor @aditya_kondawar @RichifyMeClub @vivbajaj Cipla is directly selling remdesivir injections at mrp to avoid black marketing
The helpline number is
8657311088
Personally verified as of 6 pm
#COVIDEmergency
#COVIDVaccines #COVID19India",2021-04-21 15:15:14,0,0,"COVIDEmergency,COVIDVaccines,COVID19India",,"1329600738498998272,953496586834690048,132043621,908905984608706560,84889762","Uppalaadi,Vivek_Investor,aditya_kondawar,RichifyMeClub,vivbajaj"
covidvaccines,1384888283541381120,Jyoti_Wuntakal,JW,12,64,"@pushparaj123 @Vivek_Investor @ChhaganCBhujbal Cipla is directly selling remdesivir injections at mrp to avoid black marketing
The helpline number is
8657311088
Personally verified as of 6 pm
#COVIDEmergency
#COVIDVaccines #COVID19India",2021-04-21 15:14:31,1,0,"COVIDEmergency,COVIDVaccines,COVID19India",,"66695387,953496586834690048,998082642447912960","pushparaj123,Vivek_Investor,ChhaganCBhujbal"
covidvaccines,1384888218777182209,MurtuzaDiwan,Murtuza Diwan (He/Him),219,282,"Beautifully explained by Dr. Samir Gupta the differences and advantages of getting COVID-19 vaccine, whether it's #PfizerBiontech, #Moderna, #AstraZeneca or #Janssen #COVIDVaccines... Do your part! https://t.co/RZRgiRuF4p",2021-04-21 15:14:15,3,1,"PfizerBiontech,Moderna,AstraZeneca,Janssen,COVIDVaccines",https://t.co/RZRgiRuF4p,,
covidvaccines,1384888151303282690,Jyoti_Wuntakal,JW,12,64,"@kanupriiya @Vivek_Investor Cipla is directly selling remdesivir injections at mrp to avoid black marketing
The helpline number is
8657311088
Personally verified as of 6 pm
#COVIDEmergency
#COVIDVaccines #COVID19India",2021-04-21 15:13:59,0,1,"COVIDEmergency,COVIDVaccines,COVID19India",,"359415121,953496586834690048","kanupriiya,Vivek_Investor"
covidvaccines,1384887466415452163,Bipin_rajmp,Bipin Raj M P,97,853,"In Kerala, as announced earlier by the state government, the Covid vaccine will be provided free of cost. @vijayanpinarayi #COVIDVaccines #LeftAlternative https://t.co/y8WHsqZUHw",2021-04-21 15:11:16,0,0,"COVIDVaccines,LeftAlternative",,2707179805,vijayanpinarayi
covidvaccines,1384887333137395712,HealthAcademy5,HealthAcademy,10,170,"Like all medicines, some people might have mild side effects after the #COVIDVaccine, but for most people these don’t last very long. For the most up to date information visit https://t.co/1SSp8BSJxR #COVIDVaccines #getvaccinated #vaccineswork https://t.co/ARFhjAt6oK",2021-04-21 15:10:44,0,0,"COVIDVaccine,COVIDVaccines,getvaccinated,vaccineswork",https://t.co/1SSp8BSJxR,,
covidvaccines,1384887328473186305,ajaydas50422360,ajay das,11,11,"RT @adityashukla711: BIG BREAKING : Every Indian above the age of 18 yr can get #COVIDVaccines from MAY 1.
It's time for vaccinate youth.
#…",2021-04-21 15:10:43,0,1,COVIDVaccines,,3115602206,adityashukla711
covidvaccines,1384887161787273217,Ranask35,বাংলা নিজের মেয়েকেই চায়,4247,126,@SerumInstIndia Can you share per capita income of the same countries you mentioned #COVAX #Covishield #SII #COVIDVaccines #ShameOnYou for comparing prices with partial data @AskAnshul say something,2021-04-21 15:10:03,0,0,"COVAX,Covishield,SII,COVIDVaccines,ShameOnYou",,"925599812510138368,318673863","SerumInstIndia,AskAnshul"
covidvaccines,1384887125041090560,ctmock,Carlos Mock,380,73,#Vaccines are working: the charts that show the #COVID19 endgame #COVIDVaccines @washingtonpost @nytimes @FinancialTimes @WSJhealth @Reuters @business @AP @BBC @CNBC @CNN @MSN @MSNBC @thehill @AmerMedicalAssn @DuPageCMS @CDCgov @HHSGov @acog @WHO   https://t.co/ovjxt9kQxH,2021-04-21 15:09:55,0,3,"Vaccines,COVID19,COVIDVaccines",https://t.co/ovjxt9kQxH,"2467791,807095,4898091,28160998,1652541,34713362,51241574,19701628,20402945,759251,15856435,2836421,1917731,27922157,385737214,146569971,44783853,22784904,14499829","washingtonpost,nytimes,FinancialTimes,WSJhealth,Reuters,business,AP,BBC,CNBC,CNN,MSN,MSNBC,thehill,AmerMedicalAssn,DuPageCMS,CDCgov,HHSGov,acog,WHO"
covidvaccines,1384887107852726278,Ranask35,বাংলা নিজের মেয়েকেই চায়,4247,126,RT @Sjit_Mohapatra: @SerumInstIndia Can you share per capita income of the same countries you mentioned #COVAX #Covishield #SII #COVIDVacci…,2021-04-21 15:09:51,0,4,"COVAX,Covishield,SII",,"946050437945233408,925599812510138368","Sjit_Mohapatra,SerumInstIndia"
covidvaccines,1384885943899930632,FordPrefect747,George Thomas,470,460,"The FDA cited the vaccine plant that ruined millions of Johnson &amp; Johnson doses for unsanitary conditions, finding 'brown residue' on the walls and peeling paint 
#COVID19 #COVIDVaccines #vaccines #JohnsonandJohnson #janssenvaccine 

https://t.co/VoEeG2RRQJ",2021-04-21 15:05:13,0,0,"COVID19,COVIDVaccines,vaccines,JohnsonandJohnson,janssenvaccine",https://t.co/VoEeG2RRQJ,,
covidvaccines,1384885943728017409,Official_GBNews,GBNews,1,13,"But it’s perfectly safe they said!
#PMQs #COVIDVaccines https://t.co/ycNhOeY4yd",2021-04-21 15:05:13,0,0,"PMQs,COVIDVaccines",,,
covidvaccines,1384885815914926081,kceelake,kceelake,53,270,"Setting up vaccine sites in highschools for 16 -17 yr olds? What parent in their right mind will give an experimental drug to their healthy children..take ur own risk of cancer, bloid clits, auto immune.. leave the kids alone...#COVIDVaccines",2021-04-21 15:04:43,0,0,COVIDVaccines,,,
covidvaccines,1384885296366510080,JRClemmons,John Ray Clemmons,9591,4255,"Let’s not overlook the hypocrisy.  @GovBillLee refuses to promote #COVIDVaccines &amp; eagerly supports/signs bills banning books/lessons about #equality in our public schools. Meanwhile, @DollyParton helped fund vaccine research &amp; provides millions of books to our children. https://t.co/7CpZWON10E",2021-04-21 15:02:39,144,31,"COVIDVaccines,equality",https://t.co/7CpZWON10E,"1084924525232513025,14790966","GovBillLee,DollyParton"
covidvaccines,1384884836490436611,kartc,Kartik Cherabuddi MD,387,673,"¤ All medications have side effects
¤ Many meds: &gt;10% side effects
¤ Meds can affect your microbiome &amp; immune system
¤ Many combination meds side-effects long-term are unknown 
☆ We weigh risk-benefit &amp; use meds as necessary. Same with vaccines! #COVIDVaccines are so darn good🙏🏽",2021-04-21 15:00:49,5,0,COVIDVaccines,,,
covidvaccines,1384884668324003840,consciencewhisp,The People are not numbers,0,0,"Why no debate and opinions not allowed &amp; censored when it comes to vaccine safety?  Did you know that these COVID vaccines are not approved by the FDA? Rolling review in Canada that is equivalent to EUA by FDA. 
#COVIDVaccines

https://t.co/qgsJbKCUrD
 https://t.co/d9CAiMiIZV",2021-04-21 15:00:09,0,0,COVIDVaccines,"https://t.co/qgsJbKCUrD,https://t.co/d9CAiMiIZV",,
covidvaccines,1384884641262292992,BurrellesUS,Burrelles,3313,2218,"How to Successfully Navigate #COVIDVaccines #Communications — 17 data-driven findings from @InstituteForPR research. 

By @tressalynne. #comms #PRpros #WordsMatter #COVIDVaccination https://t.co/ExIDem5h29",2021-04-21 15:00:03,3,1,"COVIDVaccines,Communications,comms,PRpros,WordsMatter,COVIDVaccination",https://t.co/ExIDem5h29,"257498449,17543272","InstituteForPR,tressalynne"
covidvaccines,1384884173542985729,realgayredneck,Real Gay Redneck,1602,91,"I’m not going to lie, last night was rough after getting the AstraZeneca vaccine. Low grade fever, sweats, chills, and omg my arm hurts. I still don’t regret it. #AstraZenaca #COVID19Ontario #COVIDVaccines https://t.co/Kla10Rmnk4",2021-04-21 14:58:11,9,1,"AstraZenaca,COVID19Ontario,COVIDVaccines",,,
covidvaccines,1384883844399124481,joshsbowen,Josh Bowen,684,1069,There's been a lot of talk about the efficacy of the various #CovidVaccines. It's not apples-to-apples though. The best vaccine for you is the one you're offered. #GetVaccinated https://t.co/yR7pndKgt0,2021-04-21 14:56:53,5,1,"CovidVaccines,GetVaccinated",https://t.co/yR7pndKgt0,,
covidvaccines,1384883602337509376,MargretheDrPH,Dr. Margrethe Horlyck-Romanovsky,58,319,"#COVIDVaccines work! Keep it up America
#alsopublichealth https://t.co/sVEoN4DIKB",2021-04-21 14:55:55,0,0,"COVIDVaccines,alsopublichealth",https://t.co/sVEoN4DIKB,,
covidvaccines,1384883551619932162,tourtelegraph,Tour Telegraph,14011,10376,"Alaska to Offer Tourists COVID-19 Vaccines Starting June 1

https://t.co/zW5x0gTZmM

#travel #COVID19 #COVIDVaccines #vaccinated",2021-04-21 14:55:43,1,0,"travel,COVID19,COVIDVaccines,vaccinated",https://t.co/zW5x0gTZmM,,
covidvaccines,1384883294731481090,AndreaDoremus,Andrea Doremus Cuetara #JusticeForTamirRice,2106,5002,"I heard in the radio that @Netflix stocks are falling due to more competition &amp; #COVID19 #COVIDVaccines.

I think they should get a Medal 🏅 of Freedom, or Honor or whatever they give!",2021-04-21 14:54:42,0,0,"COVID19,COVIDVaccines",,16573941,netflix
covidvaccines,1384882977335914496,saadhasan_khan,Saad Hasan Khan,10,203,"India is only country amongst the big economies which is charging money for #COVIDVaccines 
It's Free of cost in USA, UK, China, Japan, France, Germany and other countries.

 #PMCaresFund_का_हिसाब_दो
#VaccineJumla 
#COVID19 
#COVIDSecondWaveInIndia 
#VaccinateEveryIndian",2021-04-21 14:53:26,0,0,"COVIDVaccines,PMCaresFund_का_हिसाब_दो,VaccineJumla,COVID19,COVIDSecondWaveInIndia,VaccinateEveryIndian",,,
