,topic,id,username,name,user_followers_count,user_friends_count,text,created_at,favorite_count,retweet_count,hashtags,mentioned_urls,mentioned_user_ids,mentioned_user_names
342,COVID-19,1384903384357015556,ICT_Journalism,Wichita Journalism Collaborative,192,88,"RT @AbigailCensky: My first story for @ksnewsservice: 

More than 60 counties turned down their weekly COVID-19 vaccine allocations from th…",2021-04-21 16:14:31,0,15,,,"1462928076,803328240064532480","AbigailCensky,ksnewsservice"
343,COVID-19,1384903383832801286,theunrealbenz,b e n z,460,255,RT @achumi_tokivi: I'll be traveling bck frm Guwahati to Dimapur tonight and I was told that the price to test for COVID-19 is ₹1500 in dmp…,2021-04-21 16:14:31,0,12,,,972524202686275585,achumi_tokivi
344,COVID-19,1384903383581134850,AdrianaBarton,Adriana Barton,2685,1845,RT @NightShiftMD: ICU admissions near 800 as Ontario sees new high for COVID-19 vaccinations | CBC News https://t.co/jN40aIi0Tz,2021-04-21 16:14:31,0,1,,https://t.co/jN40aIi0Tz,52770751,NightShiftMD
345,COVID-19,1384903383472123906,AllegedAdult,Lola Manifold,2138,2868,RT @Free_Media_Hub: Syria’s Idlib region to receive first batch of COVID-19 vaccines - https://t.co/YaABEKfItl,2021-04-21 16:14:31,0,5,,https://t.co/YaABEKfItl,298602588,Free_Media_Hub
346,COVID-19,1384903382750597123,PAP_eng,Polish Press Agency,1711,143,"Poland is past the peak of the current third wave of the Covid-19 pandemic, and in some regions restrictions can be eased from April 26, the health minister told an online press conference on Wednesday.",2021-04-21 16:14:31,0,0,,,,
347,COVID-19,1384903382113062917,Mike76529643,Mike,3,24,RT @cronkitenews: Reporter @JuliaSandor9 spoke to @SojournerCenter and @ACESDV about the effects the COVID-19 pandemic has on domestic viol…,2021-04-21 16:14:31,0,4,,,"15446773,1083092230942781440,50777351,41711217","cronkitenews,JuliaSandor9,SojournerCenter,ACESDV"
348,COVID-19,1384903382029250560,Iftikha84482119,Zaid Ahmed🇵🇰🇹🇷🇦🇿,12,215,"RT @trtworld: 22 patients died in Zakir Hussain Hospital in Maharashtra, India, when their oxygen supply was interrupted by a leakage in a…",2021-04-21 16:14:31,0,23,,,3091150576,trtworld
349,COVID-19,1384903381341380610,KathleenMarrio4,Kathleen Marriott,379,428,"RT @indianz: *** STARTING SOON ***

Please join Navajo Nation President Jonathan Nez @NNPrezNez and Vice President Myron Lizer @NNVP_Lizer…",2021-04-21 16:14:31,0,4,,,"14336609,706126450861019136,1086282853116067841","indianz,NNPrezNez,NNVP_Lizer"
350,COVID-19,1384903378388520961,JemishS,Jemish Shah,3,118,RT @HindustanTimes: 3 Sri Lankans died of blood clots after AstraZeneca Covid-19 jab: Health min https://t.co/Ko63OrVjTm,2021-04-21 16:14:30,0,17,,https://t.co/Ko63OrVjTm,1066972567943053312,HindustanTimes
351,COVID-19,1384903377281241093,tomy2875,Tomy,580,139,RT @richardbranson: Positive to see that most of the world’s countries have now abolished the #DeathPenalty in law or practice –  but it’s…,2021-04-21 16:14:30,0,23,DeathPenalty,,8161232,richardbranson
352,COVID-19,1384903377016999939,ClaireCSchouten,Claire Schouten,2304,3246,"RT @BudgITng: #Account4COVID in Nigeria; Meet our Speakers👇

@ClemAgba Min. of State for Budget &amp; Planning, 
@sadiya_farouk Min. of Humanit…",2021-04-21 16:14:29,0,4,Account4COVID,,"271948338,1155598388236378112","BudgITng,ClemAgba"
353,COVID-19,1384903375599325184,TriniWoman1977,Earthian,463,173,"RT @LoopNewsTT: BREAKING: Gov't tightens COVID-19 restrictions - concerts, entertainment banned, religious gatherings now at 25%, public se…",2021-04-21 16:14:29,0,4,,,2729545896,LoopNewsTT
354,COVID-19,1384903375574142981,Human64299240,Indian Farmer,447,330,"@ABPNews @RubikaLiyaquat welcome to world of King of fools ..one and only FEKURAJ... 
#AtmaNirbharBharat in Covid 19 &amp; Corona production .. well done FEKU ... go corona go...... go corona go...... go corona go...... go corona go...... go corona go...... go corona go...... go corona go...... go corona go.",2021-04-21 16:14:29,0,0,AtmaNirbharBharat,,"39240673,1062742964","ABPNews,RubikaLiyaquat"
355,COVID-19,1384903375276363776,lchaase,Leslie,1069,1142,RT @kylegriffin1: White House: President Biden will announce a paid leave tax credit that will offset the cost for employers with fewer tha…,2021-04-21 16:14:29,0,116,,,32871086,kylegriffin1
356,COVID-19,1384903374164922369,KelownaNow,KelownaNow,17959,368,Last of recent COVID-19 outbreaks at KGH declared over https://t.co/FCMoF3K1ef,2021-04-21 16:14:29,0,0,,https://t.co/FCMoF3K1ef,,
357,COVID-19,1384903374127214594,clareoneill207,Clare O'Neill,80,112,"RT @Covid19Crusher: Fluvoxamine is in pole position as an accessible early treatment against Covid-19.

The remarkable man behind its disco…",2021-04-21 16:14:29,0,17,,,1254141493780066305,Covid19Crusher
358,COVID-19,1384903373535776773,CJBowden1,C.J. Bowden,5445,1911,"""The developers of the NHS-linked myGP mobile healthcare app are to introduce a 🤔 vaccination certification feature...

...designed to enable iPhone users to...

👉prove their Covid-19 vaccination status, with an Android version to follow imminently.""

https://t.co/5XRhQ2qkqm",2021-04-21 16:14:29,0,2,,https://t.co/5XRhQ2qkqm,,
359,COVID-19,1384903373497978881,Yonaxis,Yonaxis IP,338,136,"RT @ScienceNews: Evidence is building that an uncommon immune response is behind dangerous, but incredibly rare, blood clots associated wit…",2021-04-21 16:14:29,0,51,,,19402238,ScienceNews
360,COVID-19,1384903372956909568,arinzown,Nze,468,379,"RT @robinmonotti2: ""Makers of COVID-19 vaccines are now destroying long-term safety studies by unblinding their trials and giving the contr…",2021-04-21 16:14:29,0,221,,,20106357,robinmonotti2
361,COVID-19,1384903372952776709,eracose,Margaret Ayad,2328,2442,"RT @FureyAndrew: ⚠️N.L. COVID-19 Update for Wednesday, April 21, 2021⚠️ https://t.co/ha0d2dULz1",2021-04-21 16:14:29,0,1,,,444915052,FureyAndrew
362,COVID-19,1384903372797587456,serenathomson14,Serena Thomson,700,1251,"https://t.co/hKdCXWQxUu
Embedding Cassettes Market Research Report by Device, by Service, by Industry – Global Forecast to 2025 – Cumulative Impact of COVID-19",2021-04-21 16:14:28,0,0,,https://t.co/hKdCXWQxUu,,
363,COVID-19,1384903370356494337,mavidenize,Mavi,846,5002,"RT @DrEricDing: Age 15-19 has emerged as currently the age group with the highest rate of #COVID19 in Germany 🇩🇪. 

Also notice kids 5-9 an…",2021-04-21 16:14:28,0,3552,COVID19,,18831926,DrEricDing
364,COVID-19,1384903370071285763,esme_hornbeam,Esme Hornbeam 3.5%,4445,4986,"RT @WorkersPartyGB: There are 40,000 pubs in Britain, but Matt Hancock happened to know the landlord who would go on to win a Covid-19 cont…",2021-04-21 16:14:28,0,19,,,1200024718218334210,WorkersPartyGB
365,COVID-19,1384903369245011968,libertyjournal1,Liberty Journal dot Org,15,9,"The COVID-19 Disaster That Did Not Happen in Texas
Cases are rising mainly in states with stricter disease control policies.

Read More

https://t.co/tNKxymbGyg https://t.co/6TN79SaO10",2021-04-21 16:14:28,0,0,,https://t.co/tNKxymbGyg,,
366,COVID-19,1384903369110736897,JMTremblay1,JMT,303,1298,"RT @CBCAlerts: Ontario reports 4,212 new COVID-19 cases after falling below 4,000 Tuesday for the 1st time in a week; 7-day average is 4,35…",2021-04-21 16:14:28,0,34,,,19038934,CBCAlerts
367,COVID-19,1384903365713334281,JudiDoodlecat,Judi #BlackLivesMatter Doodlecat🩲🟨🟥,2272,3537,"RT @AkshatRathi: When Covid-19 became a pandemic last year, my greatest source of anxiety was what would happen to India with weak healthca…",2021-04-21 16:14:27,0,136,,,13766492,AkshatRathi
368,COVID-19,1384903365105262594,AndyfromTucson,Andy Flach 🌵,959,746,"RT @Groovy_Toon: Pima County COVID-19 vaccinations 621,146 (+7,647), 6,042 average vaccinations per day, 119 days to 70% vaccinated @whatsu…",2021-04-21 16:14:27,0,2,,,3217247327,Groovy_Toon
369,COVID-19,1384903363666534406,sunmanpatu,Caprise Scott @mobilepotency - instagram,2328,3134,"RT @AkshatRathi: When Covid-19 became a pandemic last year, my greatest source of anxiety was what would happen to India with weak healthca…",2021-04-21 16:14:26,0,136,,,13766492,AkshatRathi
370,COVID-19,1384903363658199040,IranianRomania,Iranian Community Romania,595,1158,"State-Run Media Admit #Iran’s Rgm Is Using #COVID19 #Vaccines to Profit,#Covid
https://t.co/ZQbko4chLn .@WHO.@DrTedros.@MSF.@WHOEMRO.@WHOatEU.@antonioguterres.@AlHadath.@UPI.@TIME.@WSJ.@dpa.@Expressen.@Agenzia_Ansa.@WashTimes.@Politico.@le_Parisien.@20Minutes.@SZ.@AP.@IrishTime",2021-04-21 16:14:26,0,0,"Iran,COVID19,Vaccines,Covid",https://t.co/ZQbko4chLn,"14499829,189868631,2195671183,259372802,3042231323,811229675758505984,245956466,16666806,14293310,3108351,40227292,2097191,150725695,14662354,9300262,38142665,2649991,114508061,51241574,27966457","WHO,DrTedros,MSF,WHOEMRO,WHOatEU,antonioguterres,AlHadath,UPI,TIME,WSJ,dpa,Expressen,Agenzia_Ansa,WashTimes,politico,le_Parisien,20Minutes,SZ,AP,IrishTime"
371,COVID-19,1384903362085335042,JSiculli,John Siculli,390,294,"RT @TurnbullWhitby: #Budget2021 is about finishing the fight against COVID-19. 

It’s about healing the wounds left by the COVID-19 recessi…",2021-04-21 16:14:26,0,8,Budget2021,,1140090941195325440,TurnbullWhitby
372,COVID-19,1384903360487243776,Debbiflack,Debbi Flack Independent Scentsy Consultant,30,245,"RT @NHSuk: Mild COVID-19 symptoms for you could make others seriously ill.

Don’t be the one to pass it on. Book a test:

🌐 Visit https://t…",2021-04-21 16:14:26,0,94,,,10215212,NHSuk
373,COVID-19,1384903358989864961,classlass13,Jessica,180,259,"RT @JasonHammond: I hope Premier Ford and his staff are okay. Nobody deserves #covid19, or even the threat of it. I assume he's cool with f…",2021-04-21 16:14:25,0,337,covid19,,16290069,JasonHammond
374,COVID-19,1384903358889201665,callisonic,Brooks Callison,466,382,"RT @VijaytaL: India is running out of oxygen, Covid-19 patients are dying – because the government wasted time

It took 8 months to invite…",2021-04-21 16:14:25,0,387,,,2784186289,VijaytaL
375,COVID-19,1384903357962276864,supbrews,Sups B. Brew,476,566,RT @missanabeem: Are you/someone you know a member of the US Indian diaspora trying to get your family or loved ones to leave the country a…,2021-04-21 16:14:25,0,3,,,15099007,missanabeem
376,COVID-19,1384903357266120704,autumspice,ᴮᴱTiSh⁷ 🍟 BᵗS⟭⟬ ♡ ⟬⟭ₐᵣₘᵧ ⁶◴₁₃,2744,2315,RT @gmanews: #BTS fans have also taken it upon themselves to help those in need during the COVID-19 pandemic by putting up their own commun…,2021-04-21 16:14:25,0,1154,BTS,,39453212,gmanews
377,COVID-19,1384903356121063424,nathan_bfc_8,Nathan Bfc Machin 🔴⚪️🇦🇹,385,1994,"RT @SkyNewsBreak: Official figures show the UK has recorded 2,396 new COVID-19 cases and a further 22 deaths in the latest 24-hour period…",2021-04-21 16:14:25,0,43,,,87416722,SkyNewsBreak
378,COVID-19,1384903355256946693,amys_here,Amys Here,1369,1116,"RT @ColinDMello: After repeatedly stating that Ontario didn't want to ""double-dip"" in taxpayers pockets, the Ford government now says a pai…",2021-04-21 16:14:24,0,30,,,19089339,ColinDMello
379,COVID-19,1384903354862784514,HollywoodKhan_,HollywoodKhan,1885,1966,"RT @CBCOlympics: Because of surging COVID-19 cases in B.C., athletes from out of province can't travel there to compete in the Harry Jerome…",2021-04-21 16:14:24,0,1,,,1060751816,CBCOlympics
380,COVID-19,1384903354762076166,gopi_rajen,Gopinath Rajendran,1278,697,"RT @deepigoyal: Today, along with thousands of our restaurant partners, we just rolled out a “priority delivery for covid emergencies'' fea…",2021-04-21 16:14:24,0,86,,,72481380,deepigoyal
381,COVID-19,1384903354187407362,TheUrbanStore_,Retro,20800,11889,"RT @tommy_viccetti: IS IT SAFE TO GET A COVID-19 VACCINE IF I HAVE AN UNDERLYING MEDICAL CONDITION? 

Yes. COVID-19 vaccination is especial…",2021-04-21 16:14:24,0,48,,,384979343,tommy_viccetti
382,COVID-19,1384903354074157057,veazzyy,💫💫💫,46,59,"RT @AB__25: Kids: Was COVID-19 really that bad??

Me: https://t.co/FhRrJXnZkI",2021-04-21 16:14:24,0,15423,,,2529209872,AB__25
383,COVID-19,1384903351540793355,MichaelPSenger,Michael P Senger,27087,8721,"Imagine being the author of this BBC article on the murder of 228,000 children, who were at no real risk from COVID-19, and being perfectly comfortable using the euphemism ""disruptions"" instead of lockdowns to please the rich old men who fund you.
https://t.co/zZPEr7eBX7",2021-04-21 16:14:23,13,5,,https://t.co/zZPEr7eBX7,,
384,COVID-19,1384903351335260162,1BlueSkyForever,Peace Forever,27,89,"RT @iddkko: @BorgerPieter Here is mortality since 1850 for the Netherlands, age adjusted. COVID-19 excess death seems similar to the 1993 B…",2021-04-21 16:14:23,0,1,,,"385866004,1329108504431497218","iddkko,BorgerPieter"
385,COVID-19,1384903350890770439,uppae1204,uppae yy 💫,184,86,"RT @lapublichealth: COVID-19 Daily Update:
April 20, 2021
New Cases: 360 (1,229,641 to date)
New Deaths: 33 (23,668 to date)
Current Hospit…",2021-04-21 16:14:23,0,54,,,38287098,lapublichealth
386,COVID-19,1384903350861320192,TMurray,TMurray,708,1111,Feeling Blah During the Pandemic? It's Called Languishing - The New York Times (via ⁦@nytimes⁩) https://t.co/LBG7LPVMlN,2021-04-21 16:14:23,0,0,,https://t.co/LBG7LPVMlN,807095,nytimes
387,COVID-19,1384903350299287558,Trg7Green,tracie rae,656,250,"RT @TorontoStar: 5 higher-risk postal codes recommended by Ontario’s COVID-19 Science Table were left off the the list of hot spots, while…",2021-04-21 16:14:23,0,293,,,12848262,TorontoStar
388,COVID-19,1384903349439434752,Sirfreshsemi,SIRFRESH SEMI of Abuja🌿,14282,8714,"RT @tommy_viccetti: IS IT SAFE TO GET A COVID-19 VACCINE IF I HAVE AN UNDERLYING MEDICAL CONDITION? 

Yes. COVID-19 vaccination is especial…",2021-04-21 16:14:23,0,48,,,384979343,tommy_viccetti
389,COVID-19,1384903349208821761,Sashank83929974,Sashank,0,5,"RT @SHASHAN66105280: we are unable to write the exams and the covid 19 is spreading very quickly,  the AP government was taken redeclues de…",2021-04-21 16:14:23,0,3,,,1383081148025217026,SHASHAN66105280
390,COVID-19,1384903348965494785,PranavKelkar14,the dugly uckling,304,248,RT @Saurcasmic: Just tag @covidrtbot under any tweet asking for resources for COVID-19 and it'll automatically reply with a link to a large…,2021-04-21 16:14:23,0,43,,,"588050591,1380947525566263298","Saurcasmic,covidrtbot"
391,COVID-19,1384903348202127371,Metrorailinfo,Metrorail Info,101470,67,"@FiveCentTweets Good afternoon, thank you for your report. Everyone riding Metro should be wearing a face covering, required by the recent Presidential Order. For more information: https://t.co/u7CH4NICPP -KD",2021-04-21 16:14:23,0,0,,https://t.co/u7CH4NICPP,2684760381,FiveCentTweets
392,COVID-19,1384903348080553985,mindkhichdi,mindkhichdi,673,707,"RT @tarunds: Lets try and learn some basics of the COVID-19 illness
So to understand what’s happening you need to understand the story behi…",2021-04-21 16:14:23,0,701,,,1308111488188428288,tarunds
393,COVID-19,1384903347250110465,Proindian007,🇮🇳 Proud Indian 🇮🇳👁‍🗨,316,348,"RT @narendramodi: Compassionate gesture by the Tata Group. 

Together, the people of India will fight COVID-19.",2021-04-21 16:14:22,0,5846,,,18839785,narendramodi
394,COVID-19,1384903347031904267,Himanshu_0920,Himanshu,6,199,Government should declare National Emergency over covid-19. #nationalemergency #COVID #COVIDSecondWaveInIndia #IndiaFightsCorona @PMOIndia,2021-04-21 16:14:22,0,0,"nationalemergency,COVID,COVIDSecondWaveInIndia,IndiaFightsCorona",,471741741,PMOIndia
395,COVID-19,1384903345425485839,moneylender,moneylender,309,651,"RT @mike23edwards: #ODX just updated their Website https://t.co/6JWcDir6Ja
Coming to the boil now ⌛️📈 https://t.co/MB2Y9eCprO",2021-04-21 16:14:22,0,18,ODX,https://t.co/6JWcDir6Ja,824007599351853058,mike23edwards
396,COVID-19,1384903342799863808,MorrieSilver,Morrie Silver,2415,999,"RT @RocRedWings: Pop-up COVID-19 vaccine clinic at the ballpark THIS Saturday from 10:00 a.m. – 5:00 p.m.

*MUST MAKE APPOINTMENT*",2021-04-21 16:14:21,0,2,,,137843672,RocRedWings
397,COVID-19,1384903342133071875,LisaToddSutton,LTS📢 Biden Harris,13761,14145,"Covid-19 News: Live Updates on Global Cases, Vaccine and Variants - The New York Times - https://t.co/a7z9pL4BWa",2021-04-21 16:14:21,0,0,,https://t.co/a7z9pL4BWa,,
398,COVID-19,1384903341684236289,lizcook,LizC,316,1450,RT @DenverChannel: There are still thousands of appointments available for today and tomorrow at the mass vaccine clinics in Larimer County…,2021-04-21 16:14:21,0,1,,,8731312,DenverChannel
399,COVID-19,1384903341269037063,RaviPra63218986,Ravi Prakash,11,4,"RT @YSNREDDY1980: Dear CM Jagan Sir @ysjagan @AudimulapSuresh, due to covid-19, many parents are worried about children exams. it is reques…",2021-04-21 16:14:21,0,7,,,"839125810103476224,2965511647,1138484798723362816","YSNREDDY1980,ysjagan,AudimulapSuresh"
400,COVID-19,1384903340761432068,ZoeYorkWrites,Zoe York,6399,3776,RT @nilikm: The arbitrary cutoff of 40+ for #AstraZeneca vaccine in Ontario means that most pregnant patients are blocked from getting AZ.…,2021-04-21 16:14:21,0,4,AstraZeneca,,155930120,nilikm
401,COVID-19,1384903340044214274,unicornnvelvet,🦄,89,422,"RT @somoovet: 210421 Wendy Like Water Fan sign fan acct 
This is the message that Wendy say to my friend @_hidarikata (Yeah I mention your…",2021-04-21 16:14:21,0,454,,,"719581297916583937,193597840","somoovet,_hidarikata"
402,COVID-19,1384903339746467840,Bronxcb5,Bronx Community Board 5,109,18,RT @nycHealthy: Don't forget: New Yorkers age 50 and older can now get vaccinated without an appointment at select sites! Bringing a friend…,2021-04-21 16:14:21,0,10,,,17997467,nycHealthy
403,COVID-19,1384903339641540608,delgadorecruit,Delgado Recruitment and Outreach,137,114,"Join the Dolphins Krewe of Vax! Enjoy a Mardi Gras party atmosphere and receive the COVID-19 vaccine on April 28. Co-sponsored by Delgado, Ochsner Health, and the Braveheart Foundation. This event is open to Delgado students/employees in addition to close family members. https://t.co/oh1u5ymXdr",2021-04-21 16:14:21,0,0,,,,
404,COVID-19,1384903339373125635,reuben_ayodeji,E•R•A🖌️🎨,5866,4691,"RT @BhadmusAkeem: When I hear people carrying the Myth that ""COVID-19 Vaccine alters DNA"" on their head, I just shake my head.

FACT: The v…",2021-04-21 16:14:21,0,11,,,797444535198580736,BhadmusAkeem
405,COVID-19,1384903339104772096,AnnoSuomy,Anno Suomy,36,147,RT @conspiracyguy78: 🤔Patients mistakenly injected with saline instead of Covid-19 vaccine https://t.co/28YZVE6ytp,2021-04-21 16:14:20,0,39,,,1109532876310302721,conspiracyguy78
406,COVID-19,1384903339075411968,SoumitraKBanik,Soumitra Kansabanik,16,74,"RT @timesofindia: Tracking #Covid19 

Live updates: https://t.co/IayK7lC8Sj https://t.co/b6lJE3ymJQ",2021-04-21 16:14:20,0,3,Covid19,https://t.co/IayK7lC8Sj,134758540,timesofindia
407,COVID-19,1384903338500796417,RudyMccue,Rudy McCue,53,91,"RT @MIGOP: 🚨BREAKING NEWS🚨THREAD: @GovWhitmer vacationed to Florida during Michigan's COVID-19 surge, despite telling Michiganders to stay…",2021-04-21 16:14:20,0,7473,,,"17235172,102071743","MIGOP,GovWhitmer"
408,COVID-19,1384903337452228608,anisha_Singh07,I Love Myself,756,1148,"RT @AnubhavAtul: Dear Ranchi people

You Can contact Dr. Subham Kumar Sah for any help regarding Covid-19.

#COVID19
#COVIDSecondWaveInIndi…",2021-04-21 16:14:20,0,2,COVID19,,1337075718740561921,AnubhavAtul
409,COVID-19,1384903337208864772,DrTeePhD,Tina,595,1461,"RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report · Wednesday 21st April.

2,396 new cases (people positive) reported,…",2021-04-21 16:14:20,0,104,,,1242887487313391616,UKCovid19Stats
410,COVID-19,1384903336449675264,cobra_mx,🐍 C☯️🅱️BRE☦️i 🐍,653,3540,"RT @davidluhnow: Pfizer says it has identified the first confirmed fake versions of its vaccine, in Mexico and Poland. https://t.co/Te1PB1l…",2021-04-21 16:14:20,0,583,,,61875523,davidluhnow
411,COVID-19,1384903335417982976,aditbhatt_,Aditya Bhatt,3,35,"RT @rashtrapatibhvn: On Civil Services Day, my greetings to civil servants past and present! Our bureaucracy is rightly called the Steel Fr…",2021-04-21 16:14:20,0,1082,,,885487044243238912,rashtrapatibhvn
412,COVID-19,1384903334520295424,heretictrance,DuskCatharsis,291,199,Tokyo Requests COVID-19 State of Emergency from April 25 to May 9 or 11 https://t.co/EuDJIAEroG,2021-04-21 16:14:19,0,0,,https://t.co/EuDJIAEroG,,
413,COVID-19,1384903334138630145,Nathaliacolfer,Nathalia,404,259,Sometimes I wonder how are the feeling with covid 19 https://t.co/4N1fUrMr99,2021-04-21 16:14:19,0,0,,,,
414,COVID-19,1384903333219954691,morolswediu,nodejs-bot,1307,3,"RT @BenjaminP3ters: Can artificial intelligence predict whether someone will die from COVID? - The Jerusalem Post

Read more here: https://…",2021-04-21 16:14:19,0,890,,,942486526835023872,BenjaminP3ters
415,COVID-19,1384903332813328388,Joan_WrightB,Beth pass #HR1 and #HR#4,2000,4995,RT @kylegriffin1: White House: President Biden will announce a paid leave tax credit that will offset the cost for employers with fewer tha…,2021-04-21 16:14:19,0,117,,,32871086,kylegriffin1
416,COVID-19,1384903331005583361,_20Alli,🧢,259,131,@_10kanee .@metpoliceuk 🚨 THEY ARE VIOLATING COVID-19 LAW 🚨 @metpoliceuk @BorisJohnson YALL SEEING THIS ?????? ‼️ COVID-19 LAWS BEING BROKEN @thequeen @BorisJohnson @metpoliceuk,2021-04-21 16:14:19,0,0,,,"1110916243408764929,66967746,66967746,3131144855,1052255794505297920,3131144855,66967746","_10kanee,metpoliceuk,metpoliceuk,BorisJohnson,thequeen,BorisJohnson,metpoliceuk"
417,COVID-19,1384903330946863104,MaryRyder013,mary ryder,28,55,RT @TravelGov: #Germany Travel Advisory: Level 4 - Do not travel to Germany due to COVID-19.  Exercise increased caution in Germany due to …,2021-04-21 16:14:19,0,13,Germany,,15649433,TravelGov
418,COVID-19,1384903330728656896,BTBOCESPTECHHS,BTBOCES PTECH Health,367,644,RT @WHO: Basic Psychosocial Skills: a Guide for essential workers during #COVID19 will help them use psychosocial support skills in their d…,2021-04-21 16:14:18,0,17,COVID19,,14499829,WHO
419,COVID-19,1384903330061856778,aapkamanoj,Manoj मनोज,159,420,RT @SPH_Ankleshwar: We are now open for COVID-19 treatment https://t.co/r3BcIA410F,2021-04-21 16:14:18,0,5,,,869791905567182849,SPH_Ankleshwar
420,COVID-19,1384903329680134146,r7dyp,人生ぬるい人,37,131,"RT @business: Modi's mishandling of the coronavirus pandemic has finally caught up to him and the country is paying the price, says Pankaj…",2021-04-21 16:14:18,0,45,,,34713362,business
421,COVID-19,1384903328631492610,divyadrast,Divya 💙💙,49,92,"RT @ABHISHEK1399: @BrainiacAdi Thank you for retweeting

Need O+ve blood 
Urgent - Mysore 
Should have been cured from Covid 19
Contact: +9…",2021-04-21 16:14:18,0,69,,,"332648560,1184401290291343360","ABHISHEK1399,BrainiacAdi"
422,COVID-19,1384903326341419010,Boycollins3,@Boycollins,7,71,@IFM923 Covid -19  dey Nigeria before???????????,2021-04-21 16:14:17,0,0,,,598432159,IFM923
423,COVID-19,1384903326320533513,AndRealisation,Andrea,5059,4797,"RT @chatttylady: India’s Health Ambassador Dies One Day After Taking COVID-19 Vaccine https://t.co/UANp9WRSmE via @DailyExposeNews.

V Sad…",2021-04-21 16:14:17,0,15,,https://t.co/UANp9WRSmE,"124410425,1377921740718944262","chatttylady,DailyExposeNews"
424,COVID-19,1384903325905260551,abdulka60346243,abdulkadhar,5,124,"Please help us 🥺🙏
The whole country going down due to covid-19 2nd wave but the stupid government of Andhra Pradesh 🤦 still going to conduct board exams for 10, 11 12 students in 10 days..
Please help us..🙏
#cancelapboardexams 
@SonuSood @madan3 @PawanKalyan",2021-04-21 16:14:17,0,0,cancelapboardexams,,"295026890,110397597,2719753171","SonuSood,madan3,PawanKalyan"
425,COVID-19,1384903325603278848,saneandbrave,Saneandbrave,355,622,RT @conspiracyguy78: 🤔Patients mistakenly injected with saline instead of Covid-19 vaccine https://t.co/28YZVE6ytp,2021-04-21 16:14:17,0,39,,,1109532876310302721,conspiracyguy78
426,COVID-19,1384903323980079106,scratchscrotum,Scratch Scrotum,2196,2098,"I see @NicolaSturgeon is telling English based visitors to avoid our bars and eateries. Given we've a higher incidence of #Covid-19 and a lower rate of vaccination, one can only assume she's an Anglophobic liar.",2021-04-21 16:14:17,1,0,Covid,,160952087,NicolaSturgeon
427,COVID-19,1384903321018843138,Austellrichard,Richard,1217,2055,"@JJVHouse Because there is not enough data on it plus. COVID-19 has a 97 % survival rate it’s not much different than the flu and I don’t take a flu shot, lastly I believe in the lord and if I die from COVID-19 then I go to my glory",2021-04-21 16:14:16,0,0,,,482309500,JJVHouse
428,COVID-19,1384903319555133442,swervin66,swervin06,148,989,@stinkfist42 @ChrisPaulRoney @WhitlockJason I assume discussion JW had with men in there 30’s was about vaccines or COVID 19 or the moon!,2021-04-21 16:14:16,0,0,,,"1382667777908084740,2288817619,40891771","stinkfist42,ChrisPaulRoney,WhitlockJason"
429,COVID-19,1384903318057717762,18caldwsy,jesus the dead rat,138,101,"nevermind covid-19, people who like Banksy art are the biggest plague to humans",2021-04-21 16:14:15,0,0,,,,
430,COVID-19,1384903317936029697,phreakops,phreakops,1058,956,"RT @emsayle: He also said there were weapons of mass destruction..... Just saying 

https://t.co/2xszWz8Lzf",2021-04-21 16:14:15,0,137,,https://t.co/2xszWz8Lzf,26465781,emsayle
431,COVID-19,1384903316837126149,scottieman96,Scott Manwaring A Cat 🐈 Guy 🇨🇦🏒⚾️🏀🏈,814,3443,RT @Sportsnet: BREAKING: The CFL is pushing back the start of its 2021 season to Aug. 5 and reducing the number of games due to the COVID-1…,2021-04-21 16:14:15,0,3,,,21660529,Sportsnet
432,COVID-19,1384903315264258050,EppingStJohns,Epping St John's School,2504,289,"RT @eefnews: BREAKING: A COVID-19 vaccination bus will be in the Tesco car park, Waltham Abbey, 9am-2pm tomorrow (Wednesday) giving walk-in…",2021-04-21 16:14:15,0,10,,,175298667,eefnews
433,COVID-19,1384903314685534211,JMFlores0702,JMFlores,1068,1095,"RT @geomar_depedro: India 🇮🇳 reported 273,810 new daily Covid-19 cases in the last 24 hours, hospitals are struggling with a shortage of ho…",2021-04-21 16:14:15,0,21,,,4887874054,geomar_depedro
434,COVID-19,1384903314555482112,milaniolivera,olivera kovacevic,1505,2759,RT @WHO: Basic Psychosocial Skills: a Guide for essential workers during #COVID19 will help them use psychosocial support skills in their d…,2021-04-21 16:14:15,0,17,COVID19,,14499829,WHO
435,COVID-19,1384903313494355970,sdja3,Sue Adam,484,1507,"RT @CarymaRules: 7,789 COVID-19 deaths in Ontario at last count. This figure doesn’t include those who passed from overdose, exposure, negl…",2021-04-21 16:14:14,0,18,,,799717156589965312,CarymaRules
436,COVID-19,1384903313213251586,islandlife2014,Yvonneblue,2314,2833,RT @kylegriffin1: White House: President Biden will announce a paid leave tax credit that will offset the cost for employers with fewer tha…,2021-04-21 16:14:14,0,117,,,32871086,kylegriffin1
437,COVID-19,1384903311812399106,bgdeuce13,Bgdeuce13 is Vaccinated🇺🇸🏓📹📸🏖️,8634,8880,RT @kylegriffin1: White House: President Biden will announce a paid leave tax credit that will offset the cost for employers with fewer tha…,2021-04-21 16:14:14,0,117,,,32871086,kylegriffin1
